sex,LSAT_I,UGPA_I,ZFYA,Amerindian,Asian,Black,Hispanic,Mexican,Other,Puertorican,White
0,35.0,3.5,-0.6,0,0,0,0,0,0,0,1
0,38.5,3.2,1.18,0,0,0,0,0,0,0,1
1,29.0,2.6,-1.01,0,0,1,0,0,0,0,0
0,37.5,3.1,-0.2,0,0,0,0,0,0,0,1
1,31.3,3.5,-0.12,0,0,0,0,0,0,0,1
0,36.0,3.1,1.08,0,0,0,0,0,0,0,1
1,36.0,3.8,0.14,0,0,0,0,0,0,0,1
1,32.0,3.4,0.24,0,0,0,0,0,0,0,1
1,33.0,3.4,1.65,0,0,0,0,0,0,0,1
1,27.0,3.1,-0.41,0,0,1,0,0,0,0,0
1,28.0,3.7,-0.62,0,0,0,0,0,0,0,1
0,40.0,3.0,-0.42,0,0,0,0,0,0,0,1
0,40.0,3.5,1.34,0,0,0,0,0,0,0,1
1,28.0,3.0,-1.46,0,0,1,0,0,0,0,0
0,38.0,3.1,0.66,0,0,0,0,0,0,0,1
1,40.0,3.6,-0.33,0,0,0,0,0,0,0,1
1,37.0,3.5,0.81,0,0,0,0,0,0,0,1
1,34.5,3.2,-0.41,0,0,0,0,0,0,0,1
0,35.0,3.2,1.43,0,0,0,0,0,0,0,1
0,36.0,2.9,0.28,0,0,0,0,0,0,0,1
1,37.0,4.0,-0.13,0,0,0,0,0,0,0,1
0,34.0,2.5,-1.1,0,0,0,0,0,0,0,1
1,40.0,3.3,-1.28,0,0,0,0,0,0,0,1
0,40.0,2.6,-0.19,0,0,0,0,0,0,0,1
1,40.0,2.8,-0.04,0,0,0,1,0,0,0,0
0,36.0,3.7,-0.02,0,0,0,0,0,0,0,1
0,41.0,3.8,-0.28,0,0,0,0,0,0,0,1
1,38.0,3.5,0.97,0,0,0,0,0,0,0,1
1,39.0,3.5,-0.4,0,1,0,0,0,0,0,0
0,34.0,3.1,0.97,0,0,0,0,0,0,0,1
1,39.0,3.7,0.12,0,0,0,0,0,0,0,1
0,37.0,3.3,0.28,0,0,0,0,0,0,0,1
0,38.0,3.7,-0.72,0,0,0,0,0,0,0,1
0,22.0,3.3,-1.44,0,0,0,1,0,0,0,0
1,38.0,3.6,0.77,0,0,0,0,0,0,0,1
0,40.0,3.5,-1.2,0,0,0,0,0,0,0,1
0,45.0,2.6,0.45,0,0,0,0,0,0,0,1
1,43.0,3.6,1.76,0,0,0,0,0,0,0,1
0,45.0,4.0,1.04,0,0,0,0,0,0,0,1
1,36.0,3.0,-2.15,0,0,0,0,0,0,1,0
1,31.0,4.0,-0.1,0,0,0,0,0,0,0,1
0,43.0,3.1,1.15,0,0,0,0,0,0,0,1
0,32.5,3.1,0.09,0,0,0,0,0,0,0,1
0,38.0,3.9,0.6,0,0,0,0,0,0,0,1
1,34.5,3.3,-1.17,0,1,0,0,0,0,0,0
1,30.0,3.5,-1.04,0,0,0,0,0,0,0,1
0,37.0,3.6,0.24,0,0,0,0,0,0,0,1
1,29.0,3.5,-0.08,0,0,0,0,0,0,0,1
0,39.0,3.3,-0.14,0,0,0,0,0,0,0,1
1,33.0,3.0,-0.33,0,0,1,0,0,0,0,0
1,35.0,2.8,0.97,0,0,0,0,0,0,0,1
1,42.0,3.4,0.62,0,0,0,0,0,0,0,1
1,39.0,3.7,0.27,0,0,0,0,0,0,0,1
1,26.5,2.2,-0.94,0,0,1,0,0,0,0,0
0,39.0,2.1,1.65,0,0,0,0,0,0,0,1
0,29.0,3.1,1.06,0,0,0,0,0,0,0,1
0,29.0,3.1,-0.64,0,0,0,0,0,0,0,1
0,42.0,3.0,0.16,0,0,0,0,0,0,0,1
0,31.0,3.2,-1.18,0,0,0,0,0,0,0,1
1,43.0,4.0,1.51,0,0,0,0,0,0,0,1
0,34.0,3.5,-0.32,0,0,0,0,0,0,0,1
1,38.0,3.7,-0.14,0,0,0,0,0,0,0,1
1,36.0,3.2,-0.78,0,0,0,0,0,0,0,1
0,35.0,3.8,0.93,0,0,0,0,0,0,0,1
0,43.0,3.7,-1.13,0,0,0,1,0,0,0,0
1,32.0,3.3,-0.97,0,0,0,0,0,0,0,1
0,23.5,2.8,-0.93,0,0,0,0,0,0,0,1
0,23.0,2.9,0.72,0,0,1,0,0,0,0,0
1,37.0,3.0,1.47,0,0,0,0,0,0,0,1
0,35.0,2.8,-0.72,0,0,0,0,0,0,0,1
1,37.0,3.1,0.12,0,0,0,0,0,0,0,1
0,31.0,3.4,1.64,0,0,0,0,0,0,0,1
0,41.0,3.4,0.75,0,0,0,0,0,0,0,1
0,36.0,3.0,-2.14,0,1,0,0,0,0,0,0
1,40.0,3.2,1.11,0,0,0,0,0,0,0,1
0,43.0,3.0,0.31,0,0,0,0,0,0,0,1
0,35.0,3.2,0.35,0,0,0,0,0,0,0,1
0,40.0,2.3,0.86,0,0,1,0,0,0,0,0
1,34.5,3.1,-0.46,0,0,0,0,0,0,0,1
0,45.0,3.1,0.12,0,0,0,0,0,0,0,1
1,41.0,3.1,0.12,0,0,0,0,0,0,0,1
1,34.0,2.7,-0.12,0,0,0,0,0,0,0,1
1,34.0,3.2,0.3,0,0,0,0,0,0,0,1
0,32.0,3.3,1.78,0,0,0,0,0,0,0,1
0,33.0,3.5,-0.82,0,0,0,0,0,0,0,1
0,35.0,2.8,0.31,0,0,0,0,0,0,0,1
1,37.0,3.6,2.21,0,0,0,0,0,0,0,1
0,32.0,3.4,-0.14,0,0,0,0,0,0,0,1
0,35.0,3.3,0.52,0,0,0,0,0,0,0,1
1,34.0,3.3,-1.07,0,0,0,0,0,0,0,1
0,37.0,3.0,1.72,0,0,0,0,0,0,0,1
0,29.5,2.9,0.07,0,0,0,0,0,0,0,1
1,33.5,3.0,-0.26,0,0,0,0,0,0,0,1
0,48.0,3.5,0.61,0,0,0,0,0,0,0,1
0,32.0,3.1,0.55,0,0,0,0,0,0,0,1
0,40.0,3.1,0.5,0,0,0,0,0,0,0,1
0,34.0,3.1,-0.18,0,0,0,0,0,0,0,1
0,35.5,2.8,0.16,0,0,0,0,0,0,0,1
0,42.0,3.2,1.61,0,0,0,0,0,0,0,1
1,29.5,3.3,-1.21,0,0,1,0,0,0,0,0
1,42.0,3.7,1.26,0,0,0,0,0,0,0,1
0,37.0,2.8,-0.24,0,0,0,0,0,0,0,1
0,35.0,2.8,1.07,0,0,0,0,0,0,0,1
1,39.0,3.2,-0.17,0,0,0,0,0,0,0,1
0,40.0,3.2,-1.16,0,0,0,0,0,0,0,1
0,41.0,3.7,0.25,0,0,0,0,0,0,0,1
1,37.0,3.1,0.64,0,0,0,0,0,0,0,1
0,30.0,3.7,1.23,0,0,0,0,0,0,0,1
0,33.0,2.9,-0.96,0,0,0,0,0,0,0,1
0,35.0,3.1,-1.17,0,0,0,0,0,0,0,1
1,36.0,3.7,0.62,0,0,0,0,0,0,0,1
0,34.0,2.9,1.25,0,0,0,0,0,0,0,1
0,31.0,3.4,-0.54,0,0,0,0,0,0,0,1
1,39.0,4.0,2.01,0,0,0,0,0,0,0,1
0,36.0,3.6,-0.61,0,0,0,0,0,0,0,1
1,36.0,2.7,-0.62,0,0,1,0,0,0,0,0
0,22.0,2.9,0.81,0,0,1,0,0,0,0,0
1,32.0,2.4,1.1,0,0,0,0,0,0,0,1
1,35.0,2.8,-0.58,0,0,0,0,0,0,0,1
0,39.0,2.8,-1.96,0,0,1,0,0,0,0,0
0,35.0,2.7,-0.67,0,0,0,0,1,0,0,0
0,36.0,2.7,-0.3,0,0,0,0,0,0,0,1
1,37.0,3.7,-0.5,0,0,0,0,0,0,0,1
1,32.5,3.1,0.78,0,0,0,0,0,0,0,1
1,30.0,3.3,-0.98,0,1,0,0,0,0,0,0
0,41.0,3.7,-1.84,0,0,0,0,0,0,0,1
0,35.0,3.1,-0.73,0,0,0,0,0,0,0,1
0,31.0,2.9,0.22,0,0,0,0,0,0,0,1
1,34.0,3.1,-0.73,0,0,0,1,0,0,0,0
1,40.0,3.7,-1.46,0,0,0,0,0,0,0,1
0,37.0,3.1,-0.35,0,0,0,0,0,0,0,1
0,33.0,3.2,-0.69,0,0,0,0,0,0,0,1
0,41.0,3.7,-1.65,0,0,0,0,0,0,0,1
1,29.0,2.5,-2.01,0,0,1,0,0,0,0,0
0,39.0,3.6,0.44,0,0,0,0,0,0,0,1
1,32.7,3.1,-0.37,0,0,0,0,0,0,0,1
0,34.0,3.8,-0.69,0,0,0,0,0,0,0,1
0,34.0,3.6,-0.07,0,0,0,0,0,0,0,1
0,36.0,3.0,0.71,0,0,0,0,0,0,0,1
1,45.0,3.2,1.04,0,0,0,0,0,0,0,1
0,43.0,3.0,0.19,0,0,0,0,0,0,0,1
1,37.0,3.4,1.8,0,0,0,0,0,0,0,1
0,37.0,2.6,-0.15,0,0,0,0,0,0,0,1
0,30.0,2.6,0.31,0,0,0,0,1,0,0,0
0,44.0,3.5,0.44,0,0,0,0,0,0,0,1
0,36.0,3.1,-0.19,0,0,0,0,0,0,0,1
0,45.0,3.3,0.52,0,0,0,0,0,0,0,1
0,32.0,3.1,0.89,0,0,0,0,0,0,0,1
0,31.3,3.0,-0.6,0,0,0,0,0,0,0,1
0,35.0,3.8,0.5,0,0,0,0,0,0,0,1
1,39.5,3.0,-1.32,0,0,0,0,0,0,0,1
1,41.0,3.7,0.16,0,0,0,0,0,0,0,1
0,48.0,3.8,1.21,0,0,0,0,0,0,0,1
0,22.0,3.4,-0.03,0,0,0,0,1,0,0,0
0,39.0,3.1,1.02,0,0,0,0,0,0,0,1
0,44.0,3.3,1.53,0,0,0,0,0,0,0,1
0,35.0,2.7,1.2,0,0,0,0,0,0,0,1
1,38.0,3.4,0.09,0,0,0,0,0,0,0,1
1,46.0,4.0,1.38,0,0,0,0,0,0,0,1
1,40.0,3.8,-0.02,0,0,0,0,0,0,0,1
0,35.0,3.0,0.88,0,0,0,0,0,0,0,1
1,37.0,2.8,0.72,0,0,0,0,0,0,0,1
1,40.0,3.3,-1.2,0,0,0,0,0,0,0,1
1,39.0,2.5,-1.58,0,0,0,0,0,0,0,1
0,33.5,3.4,0.6,0,0,0,1,0,0,0,0
0,48.0,3.8,1.36,0,0,0,0,0,0,0,1
0,42.0,3.7,1.53,0,0,0,0,0,0,0,1
1,44.0,3.2,0.48,0,0,0,0,0,0,0,1
0,32.0,3.3,-0.12,0,0,0,0,0,0,0,1
1,42.0,3.7,0.87,0,0,0,0,0,0,0,1
1,31.0,3.4,1.02,0,0,0,0,0,0,0,1
1,43.0,3.5,-0.85,0,0,0,0,0,0,0,1
0,34.0,3.0,-0.41,0,0,0,0,0,0,0,1
1,48.0,3.8,1.43,0,0,0,0,0,0,0,1
0,39.0,3.4,-0.78,0,0,0,0,0,0,0,1
0,27.0,2.6,-0.13,0,0,0,0,0,0,0,1
0,35.5,3.6,0.89,0,0,0,0,0,0,0,1
1,22.0,2.2,-0.79,0,0,1,0,0,0,0,0
0,33.0,2.8,0.59,0,0,0,0,0,0,0,1
1,33.0,3.6,1.56,0,0,0,0,0,0,0,1
1,27.0,3.4,-1.39,0,0,1,0,0,0,0,0
0,46.0,4.0,0.2,0,0,0,1,0,0,0,0
0,37.0,3.1,-1.35,0,0,0,0,0,0,0,1
0,22.5,2.1,-2.16,0,0,1,0,0,0,0,0
0,43.0,2.7,1.2,0,0,0,0,0,0,0,1
1,22.5,2.5,-1.35,0,0,1,0,0,0,0,0
1,35.0,2.1,0.11,0,0,0,0,0,0,0,1
0,37.0,3.3,-0.43,0,0,0,0,0,0,0,1
0,33.0,2.8,0.0,0,0,0,0,0,0,0,1
0,34.0,3.4,-1.28,0,0,0,0,0,0,0,1
0,42.0,3.5,-0.72,0,0,0,0,0,0,0,1
0,34.0,2.3,0.07,0,0,0,0,0,0,0,1
0,38.0,3.6,0.77,0,0,0,0,0,0,0,1
0,32.0,2.4,-1.11,0,1,0,0,0,0,0,0
0,36.5,3.6,0.66,0,0,0,0,0,0,0,1
1,47.0,3.9,1.89,0,0,0,0,0,0,0,1
1,35.0,3.5,-1.41,0,0,0,0,0,0,0,1
1,37.0,2.6,-0.88,0,0,0,0,1,0,0,0
0,36.5,2.4,1.15,0,0,0,0,0,0,0,1
1,36.0,3.5,-0.72,0,0,0,0,0,0,0,1
0,32.0,3.4,-1.78,0,0,1,0,0,0,0,0
0,41.0,3.2,1.82,0,0,0,0,0,0,0,1
0,34.0,3.4,1.7,0,0,0,0,0,0,0,1
0,35.0,2.4,-0.95,0,0,0,0,0,0,0,1
1,37.0,3.3,1.1,0,0,0,0,0,0,0,1
1,36.0,2.9,-0.34,0,1,0,0,0,0,0,0
1,31.5,2.6,-1.19,0,0,1,0,0,0,0,0
0,43.0,2.9,1.11,0,0,0,0,0,0,0,1
0,37.0,2.7,-0.06,0,0,0,0,0,0,0,1
0,30.0,3.9,0.42,0,0,0,0,0,0,0,1
0,38.0,2.8,-0.35,0,0,0,0,0,0,0,1
0,31.5,2.9,0.2,0,0,0,0,0,0,0,1
0,39.0,3.1,0.97,0,0,0,0,0,0,0,1
0,41.0,3.6,-0.65,0,0,0,0,1,0,0,0
0,28.0,3.3,-0.07,0,0,0,0,0,0,0,1
0,35.0,2.7,-0.95,0,0,0,0,0,0,0,1
1,36.0,3.4,-0.63,0,1,0,0,0,0,0,0
0,39.0,2.5,0.2,0,0,0,0,0,0,0,1
1,19.0,3.0,-0.92,0,1,0,0,0,0,0,0
0,44.0,3.7,0.03,0,0,0,0,0,1,0,0
0,43.0,2.0,0.8,0,0,0,0,0,0,0,1
0,37.0,3.6,1.36,0,0,0,0,0,0,0,1
0,46.0,3.9,1.73,0,0,0,0,0,0,0,1
0,43.0,3.4,1.06,0,0,0,0,0,0,0,1
0,31.0,3.3,0.77,0,0,0,0,1,0,0,0
1,37.0,3.1,-0.72,0,0,0,0,0,0,0,1
1,43.0,2.8,0.84,0,0,0,0,0,0,0,1
0,38.0,2.8,0.44,0,0,0,0,0,0,0,1
0,34.0,2.8,0.93,0,0,0,1,0,0,0,0
1,41.0,3.5,-0.24,0,0,0,1,0,0,0,0
1,28.0,3.8,-2.35,0,0,1,0,0,0,0,0
1,36.0,3.3,-1.42,0,0,0,0,0,0,0,1
1,37.0,3.3,1.89,0,0,0,0,0,0,0,1
1,45.0,3.1,0.12,0,0,0,0,0,0,0,1
1,45.0,3.2,0.42,0,0,0,0,0,0,0,1
0,36.0,3.2,-0.69,0,0,0,0,0,0,0,1
0,38.0,3.2,-0.35,0,1,0,0,0,0,0,0
0,41.0,2.6,-0.07,0,0,0,0,0,0,0,1
0,34.0,2.9,-0.41,0,0,0,0,0,0,0,1
0,34.0,3.0,-0.6,0,0,0,0,0,0,0,1
0,42.0,3.1,0.48,0,0,0,0,0,0,0,1
0,38.0,3.3,0.57,0,0,0,0,0,0,0,1
0,46.0,2.5,-0.27,0,0,0,0,0,0,0,1
0,36.5,2.6,-0.58,0,0,0,0,0,0,0,1
1,38.0,3.3,-0.29,0,0,0,0,0,0,0,1
1,27.0,2.7,-0.48,0,0,1,0,0,0,0,0
1,37.0,3.4,-0.06,0,0,0,0,0,0,0,1
1,32.0,3.4,0.4,0,0,0,0,0,0,0,1
1,32.5,3.6,-0.14,0,0,0,0,0,0,0,1
0,32.0,3.0,-0.81,0,0,0,0,1,0,0,0
1,28.5,3.4,-0.44,0,0,0,0,0,0,0,1
0,30.0,2.8,1.39,0,0,0,0,0,0,1,0
0,41.0,2.5,1.15,0,0,0,0,0,0,0,1
0,33.5,3.7,0.69,0,0,0,0,0,0,0,1
1,44.0,3.6,-0.58,0,0,0,0,0,0,0,1
0,30.0,2.8,1.68,0,0,0,0,0,0,0,1
0,41.0,3.5,-0.57,0,0,0,0,0,0,0,1
0,44.0,3.4,1.11,0,0,0,0,0,0,0,1
0,39.0,3.0,0.7,0,0,0,0,0,0,0,1
1,38.0,3.1,1.3,0,0,0,0,0,0,0,1
1,44.0,3.2,-0.28,0,0,0,0,0,0,0,1
0,42.0,3.4,-0.3,0,0,0,0,0,0,0,1
0,47.0,3.5,0.27,0,0,0,0,0,0,0,1
1,36.0,2.7,-1.29,0,0,0,0,0,0,0,1
0,31.0,2.9,-0.64,0,0,0,0,0,0,0,1
0,31.0,3.0,0.04,0,0,0,0,0,0,0,1
1,38.0,2.8,0.26,0,0,0,0,0,0,0,1
1,34.0,3.5,-1.12,0,0,0,0,0,0,0,1
0,35.0,2.9,-1.1,0,0,0,0,0,0,0,1
0,48.0,2.8,0.72,0,0,0,0,0,0,0,1
0,45.0,2.8,-0.08,0,0,0,0,0,0,0,1
0,33.0,3.4,-0.36,0,1,0,0,0,0,0,0
0,39.0,3.3,-0.1,0,0,0,0,0,0,0,1
1,37.0,3.3,-0.36,0,0,0,0,0,0,0,1
0,40.0,2.5,-1.3,0,0,0,0,0,0,0,1
1,40.0,3.7,0.42,0,0,0,0,0,0,0,1
0,40.0,3.3,0.16,0,0,0,0,0,0,0,1
1,42.0,3.7,-1.57,0,0,0,0,0,0,0,1
0,32.0,3.5,-0.86,0,0,0,0,0,0,0,1
1,28.0,2.9,-1.34,0,0,1,0,0,0,0,0
1,43.0,3.7,0.88,0,0,0,0,0,0,0,1
0,28.0,2.0,-0.63,0,0,0,0,0,0,0,1
0,39.0,2.5,0.19,0,0,0,0,0,0,0,1
0,38.0,3.0,0.31,0,0,0,0,0,0,0,1
1,31.0,3.1,0.05,0,0,0,0,0,0,0,1
0,38.0,3.8,0.59,0,0,0,0,0,0,0,1
0,41.0,3.2,-1.17,0,0,0,0,0,0,1,0
0,42.0,3.9,0.52,0,0,0,0,0,0,0,1
0,37.0,2.9,0.93,0,0,0,0,0,0,0,1
1,27.0,3.0,-1.07,0,0,0,0,0,0,0,1
1,38.0,2.9,0.32,0,0,0,0,0,0,0,1
1,29.0,2.7,0.03,0,0,1,0,0,0,0,0
0,30.0,3.0,-0.1,0,0,0,0,0,0,0,1
1,34.0,3.3,-0.32,0,0,0,0,0,0,0,1
1,32.0,2.9,0.11,0,0,0,0,0,0,0,1
0,36.0,3.1,-0.54,0,0,0,0,0,0,0,1
0,41.0,3.8,0.83,0,0,0,0,0,0,0,1
0,36.0,2.7,0.75,0,0,0,0,0,0,0,1
1,34.0,3.5,0.51,0,0,0,0,0,0,0,1
0,46.0,4.1,0.78,0,0,0,0,0,0,0,1
1,38.5,3.7,-1.23,0,1,0,0,0,0,0,0
0,41.0,3.6,0.19,0,0,0,0,0,0,0,1
0,41.0,3.1,-0.84,0,0,0,0,0,0,0,1
0,31.0,3.0,0.4,0,0,0,0,0,0,0,1
0,45.0,2.7,0.77,0,0,0,0,0,0,0,1
0,41.0,2.9,0.74,0,0,0,0,0,0,0,1
1,33.0,3.8,-1.18,0,0,0,0,0,0,0,1
0,31.5,3.8,-1.08,0,0,1,0,0,0,0,0
1,29.5,3.2,-0.96,0,0,0,0,0,1,0,0
0,33.0,3.2,1.41,0,0,0,0,0,0,0,1
0,33.0,3.5,-0.76,0,0,0,0,0,0,0,1
1,36.0,3.4,1.45,0,0,0,0,0,0,0,1
1,33.0,3.4,-0.38,0,0,0,0,0,0,0,1
0,33.0,2.9,0.97,0,0,0,0,0,0,0,1
1,33.0,2.7,1.16,0,0,0,0,0,0,0,1
0,39.0,3.4,0.29,0,0,0,0,0,0,0,1
1,41.0,3.2,-1.57,0,0,0,0,0,0,0,1
1,41.0,3.1,1.66,0,0,0,0,0,0,0,1
0,39.0,3.4,0.36,0,0,0,0,0,0,0,1
1,41.0,2.7,0.47,0,0,0,0,0,0,0,1
1,41.0,3.5,-0.28,0,0,0,0,0,0,0,1
1,42.0,3.0,0.61,0,0,0,0,0,0,0,1
0,32.0,2.6,0.05,0,0,0,0,0,0,0,1
0,29.0,3.5,-1.0,0,0,0,0,0,0,0,1
1,29.0,3.4,0.2,0,1,0,0,0,0,0,0
0,41.0,3.6,2.37,0,0,0,0,0,0,0,1
1,34.0,2.9,-1.06,0,0,0,0,0,0,0,1
1,33.0,4.0,-0.01,0,0,0,0,0,0,0,1
0,38.0,3.2,0.33,0,0,0,0,0,0,0,1
1,47.0,3.6,-0.32,0,0,0,0,0,0,0,1
0,47.0,3.6,1.41,0,0,0,0,0,0,0,1
0,41.0,3.2,1.24,0,0,0,0,0,0,0,1
0,34.0,3.4,-0.15,0,0,0,0,0,0,0,1
1,28.5,3.2,-0.47,0,0,0,0,0,0,0,1
1,39.0,2.1,-1.84,0,0,0,0,0,0,0,1
0,36.0,3.3,0.43,0,0,0,0,0,0,0,1
1,37.0,2.6,1.53,0,0,0,0,0,0,0,1
0,30.0,2.5,-0.99,0,0,0,0,0,0,0,1
0,37.0,2.9,1.14,0,0,0,0,0,0,0,1
0,37.0,2.6,-0.25,0,0,0,0,0,0,0,1
0,36.0,3.0,-0.16,0,0,0,0,0,0,0,1
0,42.0,3.3,0.44,0,0,0,0,0,0,0,1
0,46.0,3.7,0.16,0,0,0,0,0,0,0,1
1,43.0,3.2,1.36,0,0,0,0,0,0,0,1
0,41.0,3.5,1.45,0,0,0,0,0,0,0,1
1,42.0,3.8,0.57,0,0,0,0,0,0,0,1
0,38.0,3.6,0.48,0,0,0,0,0,0,0,1
0,43.0,3.5,0.52,0,0,0,0,0,0,0,1
1,36.0,3.7,1.71,0,0,0,0,0,0,0,1
0,35.0,3.1,-0.74,0,0,0,1,0,0,0,0
1,36.0,3.4,0.25,0,0,0,0,0,0,0,1
0,38.0,2.7,0.04,0,0,0,0,0,0,0,1
0,22.0,3.0,0.8,0,0,0,0,0,0,0,1
0,45.0,2.9,1.3,0,0,0,0,0,0,0,1
1,38.0,3.7,-0.07,0,0,0,0,0,0,0,1
1,43.0,3.1,-2.84,0,1,0,0,0,0,0,0
0,36.0,3.2,0.17,0,0,0,0,0,0,0,1
0,41.0,3.7,1.66,0,0,0,0,0,0,0,1
0,44.0,3.7,0.08,0,0,0,0,0,0,0,1
0,32.0,3.6,0.33,0,0,0,0,0,0,0,1
0,33.5,2.7,-0.48,0,0,0,1,0,0,0,0
1,41.0,3.2,-0.9,0,0,0,0,0,0,0,1
1,38.0,3.4,0.14,0,0,0,0,0,0,0,1
0,33.0,3.0,0.08,0,0,0,0,0,0,0,1
0,39.0,3.6,-0.3,0,0,0,0,0,0,0,1
1,36.0,3.9,-0.58,1,0,0,0,0,0,0,0
0,36.0,2.8,-1.03,0,0,0,1,0,0,0,0
0,38.0,2.8,0.45,0,0,0,0,0,0,0,1
0,42.0,4.0,1.26,0,0,0,0,0,0,0,1
1,36.0,2.6,-1.06,0,0,0,0,1,0,0,0
0,39.0,3.1,0.63,0,0,0,0,0,0,0,1
0,32.0,3.2,-0.75,0,0,0,0,0,0,0,1
1,30.0,3.7,1.66,0,0,0,0,0,0,0,1
0,34.5,2.9,0.08,0,0,0,0,0,0,0,1
1,33.0,3.5,-0.48,0,0,0,0,0,0,0,1
0,44.0,3.7,0.81,0,0,0,0,0,0,0,1
0,36.0,2.7,0.86,0,0,0,0,0,0,0,1
1,41.0,3.6,0.84,0,0,0,0,0,0,0,1
1,45.0,3.4,-0.03,0,0,0,0,0,0,0,1
1,39.0,3.5,1.47,0,0,0,0,0,0,0,1
0,31.0,3.1,0.8,0,0,0,0,0,0,0,1
0,33.0,3.1,1.21,0,0,0,0,0,0,0,1
0,46.0,3.2,1.23,0,0,0,0,0,0,0,1
1,33.0,3.7,1.19,0,0,0,0,0,0,0,1
0,48.0,3.5,1.02,0,0,0,0,0,0,0,1
0,27.3,2.8,-0.16,0,0,0,0,0,0,0,1
0,36.0,3.5,-0.11,0,0,0,0,0,0,0,1
0,44.0,2.0,1.71,0,0,0,0,0,0,0,1
0,35.0,3.4,0.72,0,0,0,0,0,0,0,1
0,35.0,2.6,2.4,0,0,0,0,0,0,0,1
0,40.0,3.0,-0.29,0,0,0,0,0,0,0,1
1,38.0,3.3,-0.09,0,0,0,0,0,0,0,1
0,35.0,3.2,1.97,0,0,0,0,0,0,0,1
1,35.0,3.2,0.7,0,0,0,0,0,0,0,1
0,32.0,3.7,0.46,0,0,0,0,0,0,0,1
1,41.0,3.2,-0.08,0,0,0,0,0,0,0,1
0,30.0,2.9,-0.21,0,0,0,1,0,0,0,0
0,30.5,2.3,-0.39,0,0,0,0,0,0,0,1
1,39.0,3.3,-0.62,0,0,0,0,0,0,0,1
1,35.0,3.4,1.1,0,0,0,0,0,0,0,1
1,35.0,3.8,1.12,0,0,0,0,0,0,0,1
0,39.0,3.5,-0.45,0,1,0,0,0,0,0,0
1,35.0,3.2,0.67,0,0,0,0,0,0,0,1
0,47.0,4.0,1.47,0,0,0,0,0,0,0,1
1,44.0,3.6,1.62,0,0,0,0,0,0,0,1
1,35.0,3.0,-0.42,0,0,0,0,0,0,0,1
0,43.0,3.5,-0.05,0,0,0,0,0,0,0,1
1,27.0,2.6,-0.99,0,0,1,0,0,0,0,0
1,28.0,2.5,0.94,0,0,0,0,0,0,0,1
1,25.5,2.6,-1.01,0,0,0,0,0,0,0,1
1,45.0,3.3,0.12,0,0,0,0,0,0,0,1
0,42.0,4.0,2.02,0,0,0,0,0,0,0,1
1,37.0,3.6,0.69,0,0,0,0,0,0,0,1
0,37.0,2.5,0.13,0,0,0,0,0,1,0,0
0,23.0,3.2,-0.1,0,1,0,0,0,0,0,0
0,29.0,2.4,0.14,0,0,1,0,0,0,0,0
0,29.0,3.5,-0.93,0,0,0,1,0,0,0,0
0,48.0,3.9,0.89,0,0,0,0,0,0,0,1
0,40.0,3.7,-0.36,0,0,0,0,0,0,0,1
0,36.0,3.6,1.18,0,0,0,0,0,0,0,1
1,30.0,3.4,0.55,0,0,0,0,0,0,0,1
0,36.0,3.3,0.99,0,0,0,0,0,0,0,1
1,45.0,3.9,0.78,0,0,0,0,0,1,0,0
0,35.0,3.5,-0.98,0,0,0,0,0,0,0,1
0,41.0,3.8,-0.87,0,0,0,0,0,0,0,1
1,24.0,2.4,-1.02,0,0,1,0,0,0,0,0
1,29.0,3.1,-0.46,0,0,1,0,0,0,0,0
0,37.0,3.0,0.14,0,0,0,0,0,0,0,1
0,37.0,3.3,0.35,0,0,0,0,0,0,0,1
0,37.0,3.4,0.16,0,0,0,0,0,0,0,1
1,35.0,3.1,0.55,0,0,0,0,0,0,0,1
0,32.0,3.0,-0.96,0,0,0,0,0,0,0,1
0,22.0,2.9,-0.88,0,0,1,0,0,0,0,0
0,38.0,3.3,-0.36,0,0,0,0,0,0,0,1
0,34.0,2.6,0.27,0,0,0,0,0,0,0,1
0,32.0,2.7,-0.24,0,0,0,0,0,0,0,1
0,42.0,2.8,0.58,0,0,0,0,0,0,0,1
0,38.5,3.5,0.45,0,0,0,0,0,0,0,1
0,46.0,3.5,0.43,0,0,0,0,0,0,0,1
0,43.0,2.7,1.53,0,0,0,0,0,0,0,1
0,44.0,3.7,1.25,0,0,0,0,0,0,0,1
0,27.0,2.8,-1.3,0,0,0,0,0,0,0,1
1,38.0,3.2,-0.01,0,0,0,0,0,0,0,1
1,28.0,3.8,-1.14,0,0,0,0,0,0,0,1
1,39.0,3.8,1.57,0,0,0,0,0,0,0,1
0,40.0,3.4,-0.52,0,0,0,0,0,0,0,1
0,36.0,3.2,1.31,0,0,0,0,0,0,0,1
0,42.0,3.3,0.81,0,0,0,0,0,0,0,1
0,35.0,3.0,0.76,0,0,0,0,0,0,0,1
0,34.0,3.2,-0.54,0,0,0,0,0,0,0,1
1,31.0,3.4,-1.65,0,0,0,0,1,0,0,0
1,38.0,3.2,0.69,0,0,0,0,0,0,0,1
0,47.0,3.4,-0.48,0,0,0,0,0,0,0,1
0,34.0,3.6,0.45,0,0,0,0,0,0,0,1
0,42.0,3.2,0.16,0,0,0,0,0,0,0,1
1,31.0,3.4,-1.09,0,0,0,0,0,0,0,1
0,32.0,2.7,0.25,0,0,0,0,0,0,0,1
